replication_type,replication_number,target_effect,original_authors_study_number,original_effect_size,replication_effect_size,replication_authors_study_number,replication_outcome,replication_outcome_bayesian,discipline,replication_method_differences,positive_control_evidence,IVs,DVs,other_outcomes,replication_open_materials_URL,replication_open_data_URL,replication_pre_reg_URL,original_study_article_URL,replication_study_article_URL,original_open_materials_URL,original_open_data_URL,original_pre_reg_URL,effect_description,design,effect_type,original_test_statistic,original_pvalue,original_N,replication_N,study_order_CS,RPP_study_number,Original_Article_Title
Many Labs 1,3,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=84) = +1.49,"Vranka (2014,Charles)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,84,,,
Many Labs 1,4,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=95) = +2.3,"Nier (2014,Conncoll)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,95,,,
Many Labs 1,5,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=96) = +1.54,"Rutchick (2014,CSUN)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,96,,,
Many Labs 1,6,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=102) = +2.53,"Cheong (2014,Help)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,102,,,
Many Labs 1,7,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=90) = +1.51,"Vaughn (2014,Ithaca)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,90,,,
Many Labs 1,8,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=174) = +2.12,"Kurtz (2014,JMU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,174,,,
Many Labs 1,9,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=113) = +0.07,"Cemalcilar (2014,KU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,113,,,
Many Labs 1,10,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=112) = +0.94,"Packard (2014,Laurier)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,112,,,
Many Labs 1,11,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=277) = +1.69,"Kappes (2014,LSE)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,277,,,
Many Labs 1,12,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=146) = +2.18,"Huntsinger & Mallett (2014,Luc)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,146,,,
Many Labs 1,13,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=98) = +2.21,"Morris (2014,McDaniel)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,98,,,
Many Labs 1,14,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=85) = +1.91,"Furrow & Thompson (2014,MSVU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,85,,,
Many Labs 1,15,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=1000) = +2.44,"Schmidt & Nosek (2014, MTURK)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,1000,,,
Many Labs 1,16,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=107) = +2.04,"Smith (2014,OSU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,107,,,
Many Labs 1,17,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=123) = +4.27,"Levitan (2014,Oxy)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,123,,,
Many Labs 1,18,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=1329) = +2.7,"Schmidt & Nosek (2014,PI)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,1329,,,
Many Labs 1,19,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=95) = +2.18,"Adams & Nelson (2014,PSU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,95,,,
Many Labs 1,20,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=103) = +1.43,"Brumbaugh & Storbeck (2014,QCCUNY) Study 1",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,103,,,
Many Labs 1,21,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=86) = +1.59,"Brumbaugh & Storbeck (2014,QCCUNY2) Study 2",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,86,,,
Many Labs 1,22,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=162) = +2.43,"Devos (2014,SDSU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,162,,,
Many Labs 1,23,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=79) = +1.45,"Bocian & Frankowska (2014,SWPS) Study 1",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,79,,,
Many Labs 1,24,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=169) = +1.74,"Bocian & Frankowska (2014,SWPSON) Study 2",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,169,,,
Many Labs 1,25,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=187) = +1.48,"Davis & Hicks (2014,TAMU) Study 1",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,187,,,
Many Labs 1,26,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=87) = +1.87,"Hunt & Krueger (2014,TAMUC)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,87,,,
Many Labs 1,27,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=225) = +1.71,"Davis & Hicks (2014,TAMUON) Study 2",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,225,,,
Many Labs 1,28,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=80) = +1.22,"Brandt et al. (2014,Tilburg)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,80,,,
Many Labs 1,29,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=127) = +2.29,"Klein et al. (2014,UFL)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,127,,,
Many Labs 1,30,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=144) = +0.78,"Vianello & Galliani (2014,UNIPD)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,144,,,
Many Labs 1,31,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=81) = +1.88,"Schmidt & Nosek (2014,UVA)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,81,,,
Many Labs 1,32,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=108) = +1.58,"Hovermale & Joy-Gaba (2014,VCU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,108,,,
Many Labs 1,33,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=96) = +1.8,"Swol (2014,Wisc)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,96,,,
Many Labs 1,34,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=103) = +2.19,"Wichman (2014,WKU)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,103,,,
Many Labs 1,35,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=90) = +2.35,"Woodzicka (2014,WL)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,90,,,
Many Labs 1,36,question phrasing effect (allowed vs. forbidden),Rugg (1941),d(N=) = +.65,d(N=87) = +1.39,"John & Skorinko (2014,WPI)",,,social,,,,,,,,,,http://econtent.hogrefe.com/doi/pdf/10.1027/1864-9335/a000178,,,,,,,,,,87,,,
Social Psychology: Special Issue,1,primacy-of-warmth effect,Asch (1946) Study 1,ES(N=834) = ?,ES(N=1023) = ?,"Nauts, Langner et al. (2014)",unsuccessful,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,834,1023,,,
Social Psychology: Special Issue,2,deviation-rejection effect (sociometric test DV),Schachter (1951),d(N=) = +1.84,d(N=80) = +.39,"Wesselmann, Williams et al. (2014)",mixed,,social,,,,,"2 other DVs (communication, committee nomination; pattern of results inconsistent with original)",,,,,https://osf.io/e4nxu/,,,,,,,,,,80,,,
Social Psychology: Special Issue,3,Romeo & Juliet Effect,Driscoll et al. (1972),r(N=) = +.34 ± .32,r(N=396) = -.05 ± .10,"Sinclair, Hood, & Wright (2014)",unsuccessful,,social,,"Parental interference negatively associated with partner trust, r = -.18, p < .001",,,"2 other DVs (commitment, trust; also inconsistent with originally observed pattern of results)",,,,,https://osf.io/e4nxu/,,,,Increases in parental interference positively associated with increases in love over time,,,,,,396,,,
Social Psychology: Special Issue,4,single-exposure musical conditioning effect,Gorn (1982),Φ (phi)(N=195) = .49,Φ (phi)(N=143) = -.06,"Vermeulen, Batenburg et al. (2014) Study 1",unsuccessful,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,195,143,,,
Social Psychology: Special Issue,5,single-exposure musical conditioning effect,Gorn (1982),Φ (phi)(N=195) = .49,Φ (phi)(N=160) = -.10,"Vermeulen, Batenburg et al. (2014) Study 2",unsuccessful,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,195,160,,,
Social Psychology: Special Issue,6,single-exposure musical conditioning effect,Gorn (1982),Φ (phi)(N=195) = .49,Φ (phi)(N=72) = .35,"Vermeulen, Batenburg et al. (2014) Study 3",successful,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,195,72,,,
Social Psychology: Special Issue,7,automatic stereotype activation effect (response priming),Banaji & Hardin (1996) Study 1,d(N=73) = +.45 ± .23,d(N=294) = +.51 ± .11,Muller & Rothermund (2014),successful (*but unsuccessful on additional semantic priming outcome),,social,,,,,additional semantic priming outcome (to rule out response priming alternative explanation); original pattern of results not replicated,,,,,https://osf.io/e4nxu/,,,,,,,,,73,294,,,
Social Psychology: Special Issue,8,stereotype susceptibility effect,"Shih, Pittinsky, & Ambady (1999) Study 1",d(N=46) = +.73 ± .76,d(N=158) = +.27 ± .38,"Gibson, Losee, & Vitiello (2014)",unsuccessful,,social,,,,,,https://osf.io/e69y4/,https://osf.io/eiuq6/,https://osf.io/jq54i/,http://homepages.se.edu/cvonbergen/files/2013/01/Stereotype-Suscetability_Identity-Salience-and-Shifts-in-Quantitative-Performance.pdf,https://osf.io/e4nxu/,,,,,,,,,46,158,,,
Social Psychology: Special Issue,9,stereotype susceptibility effect,"Shih, Pittinsky, & Ambady (1999) Study 1",d(N=46) = +.73 ± .76,d(N=139) = +.17 ± .42,Moon & Roeder (2014),unsuccessful,,social,,,,,,,,,http://homepages.se.edu/cvonbergen/files/2013/01/Stereotype-Suscetability_Identity-Salience-and-Shifts-in-Quantitative-Performance.pdf,https://osf.io/e4nxu/,,,,,,,,,46,139,,,
Social Psychology: Special Issue,10,infidelity distress sex difference effect,Buss et al. (1999) Study 2 (Young),d(N=234) = +1.30 ± .28,d(N=87) = +1.11 ± .50,IJzerman et al. (2014) Study 1 (Young),,,social,,,,,,,,,http://www.toddkshackelford.com/downloads/Buss-PR-1999.pdf,https://osf.io/e4nxu/,,,,Men are more distressed by sexual (cf. emotional) infidelity whereas women are more distressed by emotional (cf. sexual) infidelity,,,,,234,87,,,
Social Psychology: Special Issue,11,infidelity distress sex difference effect,Buss et al. (1999) Study 2 (Young),d(N=234) = +1.30 ± .28,d(N=199) = +.30 ± .28,IJzerman et al. (2014) Study 2 (Young),,,social,,,,,,,,,http://www.toddkshackelford.com/downloads/Buss-PR-1999.pdf,https://osf.io/e4nxu/,,,,Men are more distressed by sexual (cf. emotional) infidelity whereas women are more distressed by emotional (cf. sexual) infidelity,,,,,234,199,,,
Social Psychology: Special Issue,12,infidelity distress sex difference effect,Buss et al. (1999) Study 2 (Young),d(N=234) = +1.30 ± .28,d(N=1221) = +.50 ± .12,IJzerman et al. (2014) Study 4 (Young),,,social,,,,,,,,,http://www.toddkshackelford.com/downloads/Buss-PR-1999.pdf,https://osf.io/e4nxu/,,,,Men are more distressed by sexual (cf. emotional) infidelity whereas women are more distressed by emotional (cf. sexual) infidelity,,,,,234,1221,,,
Social Psychology: Special Issue,13,infidelity distress sex difference effect,Shackelford et al. (2004) (Old),d(N=202) = +0.57 ± .28,d(N=143) = -.09 ± .34,IJzerman et al. (2014) Study 3 (Old),,,social,,,,,,,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.387.7314&rep=rep1&type=pdf,https://osf.io/e4nxu/,,,,Men are more distressed by sexual (cf. emotional) infidelity whereas women are more distressed by emotional (cf. sexual) infidelity,,,,,202,143,,,
Social Psychology: Special Issue,14,infidelity distress sex difference effect,Shackelford et al. (2004) (Old),d(N=202) = +0.57 ± .28,d(N=245) = +.05 ± .28,IJzerman et al. (2014) Study 4 (Old),,,social,,,,,,,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.387.7314&rep=rep1&type=pdf,https://osf.io/e4nxu/,,,,Men are more distressed by sexual (cf. emotional) infidelity whereas women are more distressed by emotional (cf. sexual) infidelity,,,,,202,245,,,
Social Psychology: Special Issue,15,Cleanliness priming effect,Schnall et al. (2008a) Study 1,d(N=40) = -.59 ± .55,d(N=208) = -.01 ± .27,Johnson et al. (2014a) Study 1,,,social,,,,,,,,,https://core.ac.uk/download/pdf/1335179.pdf,https://osf.io/e4nxu/,,,,,,,,,40,208,,,
Social Psychology: Special Issue,16,Cleanliness priming effect,Schnall et al. (2008a) Study 1,d(N=40) = -.59 ± .55,d(N=736) = +.05 ± .14,"Johnson et al. (2014b,online)",,,social,,,,,,,,,https://core.ac.uk/download/pdf/1335179.pdf,https://osf.io/e4nxu/,,,,,,,,,40,736,,,
Social Psychology: Special Issue,17,Cleanliness priming effect,Schnall et al. (2008a) Study 2,d(N=43) = -.84 ± .62,d(N=126) = +.02 ± .35,Johnson et al. (2014a) Study 2,,,social,,,,,,,,,https://core.ac.uk/download/pdf/1335179.pdf,https://osf.io/e4nxu/,,,,,,,,,43,126,,,
individual effort,,Cleanliness priming effect,Schnall et al. (2008a) Study 1,d(N=40) = -.59 ± .55,d(N=60) = -.44 ± .50,Besman et al. (2013),,,social,,,,,,,,,https://core.ac.uk/download/pdf/1335179.pdf,https://osf.io/e4nxu/,,,,,,,,,40,60,,,
individual effort,,Cleanliness priming effect,Schnall et al. (2008a) Study 1,d(N=40) = -.59 ± .55,d(N=60) = -.47 ± .51,Arbesfeld et al. (2014),,,social,,,,,,,,,https://core.ac.uk/download/pdf/1335179.pdf,https://osf.io/e4nxu/,,,,,,,,,40,60,,,
individual effort,,Cleanliness priming effect,Schnall et al. (2008a) Study 1,d(N=40) = -.59 ± .55,d(N=90) = -.10 ± .41,Lee et al. (2013),,,social,,,,,,,,,https://core.ac.uk/download/pdf/1335179.pdf,https://osf.io/e4nxu/,,,,,,,,,40,90,,,
individual effort,,Cleanliness priming effect,Schnall et al. (2008a) Study 1,d(N=40) = -.59 ± .55,d(N=189) = -.20 ± .29,Huang (2014) Study 1,,,social,,,,,,,,,https://core.ac.uk/download/pdf/1335179.pdf,https://osf.io/e4nxu/,,,,,,,,,40,189,,,
Social Psychology: Special Issue,18,physical warmth boosts interpersonal warmth,Williams & Bargh (2008a) Study 2,"OR(N=53) = 3.52 [1.06,11.73]","OR(N=282) = .61 [0.38, 0.98]","Lynott et al. (2014,Kenyon) Study 1",,,social,,"Hot pack rated as warmer than the cold pack, d = 2.50",,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2737341/,http://econtent.hogrefe.com/doi/full/10.1027/1864-9335/a000187,,,,,,,,,53,282,,,
Social Psychology: Special Issue,19,physical warmth boosts interpersonal warmth,Williams & Bargh (2008a) Study 2,"OR(N=53) = 3.52 [1.06,11.73]","OR(N=294) = .92 [0.56, 1.53]","Lynott et al. (2014,MSU) Study 2",,,social,,"Hot pack rated as warmer than the cold pack, d = 2.22",,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2737341/,http://econtent.hogrefe.com/doi/full/10.1027/1864-9335/a000187,,,,,,,,,53,294,,,
Social Psychology: Special Issue,20,physical warmth boosts interpersonal warmth,Williams & Bargh (2008a) Study 2,"OR(N=53) = 3.52 [1.06,11.73]","OR(N=237) = .77 [0.58, 1.02]","Lynott et al. (2014,UK) Study 3",,,social,,"Hot pack rated as warmer than the cold pack, d = 2.61",,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2737341/,http://econtent.hogrefe.com/doi/full/10.1027/1864-9335/a000187,,,,,,,,,53,237,,,
Social Psychology: Special Issue,21,psychological distance increases wrongness of immoral acts,"Eyal, Liberman, & Trope (2008) Study 2",d(N=58) = +.66 ± .27 ,d(N=116) = -.06 ± .37 ,Zezelj & Jokic (2015) Study 1 ,,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,58,116,,,
Social Psychology: Special Issue,22,psychological distance increases wrongness of immoral acts,"Eyal, Liberman, & Trope (2008) Study 3 ",d(N=40) = +.71 ± .17 ,d(N=105) = +.61 ± .14 ,Zezelj & Jokic (2015) Study 2,,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,40,105,,,
Social Psychology: Special Issue,23,psychological distance increases wrongness of immoral acts,"Eyal, Liberman, & Trope (2008) Study 4 ",d(N=47) = +.80 ± .26 ,d(N=84) = -.26 ± .26 ,Zezelj & Jokic (2015) Study 3,,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,47,84,,,
Social Psychology: Special Issue,24,psychological distance increases wrongness of immoral acts,Gong & Medin (2012) Study 1 ,d(N=34) = -1.07 ,d(N=48) = -.68 ± .36 ,Zezelj & Jokic (2015) Study 4,,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,34,48,,,
Social Psychology: Special Issue,25,moral licensing effect (donation amount),"Sachdeva, Iliev, & Medin (2009) Study 1",d(N=46) = +.62 ± .73,d(N=71) = -.03 ± .48,Blanken et al. (2014) Study 1,,,social,,,,,*additional negative trait (moral cleansing) condition; similar pattern of results observed,,,,,https://osf.io/e4nxu/,,,,,,,,,46,71,,,
Social Psychology: Special Issue,26,moral licensing effect (cooperative behavior),"Sachdeva, Iliev, & Medin (2009) Study 3",d(N=46) = +.59 ± .71,d(N=98) = -.31 ± .39,Blanken et al. (2014) Study 2,,,social,,,,,*additional negative trait (moral cleansing) condition; similar pattern of results observed,,,,,https://osf.io/e4nxu/,,,,,,,,,46,98,,,
Social Psychology: Special Issue,27,moral licensing effect (donation amount),"Sachdeva, Iliev, & Medin (2009) Study 1",d(N=46) = +.62 ± .73,d(N=632) = +.05 ± .20,Blanken et al. (2014) Study 3 (online),,,social,,,,,*additional negative trait (moral cleansing) condition; similar pattern of results observed,,,,,https://osf.io/e4nxu/,,,,,,,,,46,632,,,
Social Psychology: Special Issue,28,superstition boosts performance effect,Damisch et al. (2010) Study 1,d(N=28) = +.80 ± .75,d(N=116) = +.05 ± .40,Calin-Jageman & Caldwell (2014) Study 1,,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,28,116,,,
Social Psychology: Special Issue,29,superstition boosts performance effect,Damisch et al. (2010) Study 1,d(N=28) = +.80 ± .75,d(N=108) = +.04 ± .42,Calin-Jageman & Caldwell (2014) Study 2,,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,28,108,,,
Social Psychology: Special Issue,30,unethicality darkens light perception (perceived brightness),Banerjee et al. (2012) Study 1,d(N=40) = +.65,d(N=475) = +.12,"Brandt, IJzerman, & Blanken (2014,online) Study 1",,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,40,475,,,
Social Psychology: Special Issue,31,unethicality darkens light perception (lamp preference),Banerjee et al. (2012) Study 2,d(N=74) = +1.23,d(N=482) = -.03,"Brandt, IJzerman, & Blanken (2014,online) Study 2",,,social,,,,,"3 other DVs (estimated watts, candle preference, flashlight preference; same pattern of results observed)",,,,,https://osf.io/e4nxu/,,,,,,,,,74,482,,,
Social Psychology: Special Issue,32,unethicality darkens light perception (perceived brightness),Banerjee et al. (2012) Study 1,d(N=40) = +.65,d(N=100) = -.11,"Brandt, IJzerman, & Blanken (2014) Study 3",,,social,,,,,,,,,,https://osf.io/e4nxu/,,,,,,,,,40,100,,,
Social Psychology: Special Issue,33,unethicality darkens light perception (lamp preference),Banerjee et al. (2012) Study 2,d(N=74) = +1.23,d(N=121) = -.11,"Brandt, IJzerman, & Blanken (2014) Study 4",,,social,,,,,"3 other DVs (estimated watts, candle preference, flashlight preference; same pattern of results observed)",,,,,https://osf.io/e4nxu/,,,,,,,,,74,121,,,
Many Labs 3,1,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=84) = +1.023,"Bonfiglio et al. (2016, Ashland) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,84,,,
Many Labs 3,2,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=119) = +.902,"Hermann et al. (2016, Bradley) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,119,,,
Many Labs 3,3,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=44) = +1.109,"Capaldi et al. (2016, Carleton) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,44,,,
Many Labs 3,4,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=91) = +1.218,"Vaughn (2016, Ithaca) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,91,,,
Many Labs 3,5,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=96) = +.8020,"Belanger et al. (2016, Miami) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,96,,,
Many Labs 3,6,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=318) = +.7045,"Johnson et al. (2016, MichiganSU) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,318,,,
Many Labs 3,7,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=124) = +.9890,"Allen (2016, MontanaSU) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,124,,,
Many Labs 3,8,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=131) = +.8869,"Banks et al. (2016, NovaSU) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,131,,,
Many Labs 3,9,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=158) = +1.0755,"Wirth (2016, OSUNewark)",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,158,,,
Many Labs 3,10,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=101) = +1.0085,"Grahe et al. (2016, PacificLU) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,101,,,
Many Labs 3,11,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=117) = +.8231,"Bernstein (2016, PSAbington) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,117,,,
Many Labs 3,12,stroop effect,Stroop (1935) Study 2,dz(N=100) = +2.04,dz(N=142) = +.8702,"Devos et al. (2016, SDSU) ",,,Cognitive,,,,,,,,,http://pubman.mpdl.mpg.de/pubman/item/escidoc:2389918/component/escidoc:2389917/Stroop_1935_Studies.pdf,http://existentialpsych.tamu.edu/files/2016/09/Many-Labs-3.pdf,,,,,,,,,100,142,,,
